Id,preco,fold,generalista,especialista,loss_generalista,loss_especialista,delta_loss,score_preco_generalista_invertido,peso_preco_generalista_invertido,pred_preco_generalista_invertido,score_classificador_barato,peso_classificador_barato,pred_classificador_barato,score_classificador_barato_utilidade,peso_classificador_barato_utilidade,pred_classificador_barato_utilidade,score_classificador_utilidade,peso_classificador_utilidade,pred_classificador_utilidade,score_regressor_delta,peso_regressor_delta,pred_regressor_delta
2000,1000000.0,2,1144174.2728809388,1045851.562084462,0.020786220960747417,0.0021023657455852755,0.01868385521516214,-1144174.2728809388,1.3017475618134341e-09,1144174.2727529474,0.0007288401631532587,0.015931974271405875,1142607.7979822345,9.542887854964546e-05,0.014407417113223566,1142757.696574791,0.4816806707814012,0.3281048674609772,1111914.1128866568,0.03231801350098121,0.46286963447266205,1098663.6756742124
2001,680000.0,4,972771.776256296,887923.8072156201,0.18537048653171848,0.09349547925397564,0.09187500727774284,-972771.776256296,0.0002244070485286468,972752.7357739899,0.0004287785353579405,0.01588302231543826,971424.1340706033,0.0006042502547872159,0.013690954810814133,971610.1265463707,0.43200627003036396,0.3189045666298637,945713.3714599551,0.011790357847268354,0.33298031695628394,944519.0726320348
2002,450000.0,4,334342.9386517189,279835.29813603614,0.06605706587516079,0.14299271980469974,-0.07693565392953895,-334342.9386517189,0.26144433395060745,320092.2248818771,0.19386758036197094,0.03736038398369115,332306.512272008,0.11961326546883479,0.02412334016935358,333028.0322977303,0.18537339554183133,0.04146341286079762,332082.8658489492,-0.020256105951428238,0.14961149476071467,326187.9690782879
2003,1080000.0,5,983534.7943689504,895521.5373931277,0.007977997168587688,0.029177214648315488,-0.0211992174797278,-983534.7943689504,4.173800008722559e-08,983534.7906954531,0.0002846833738370275,0.01658849032025159,982074.7873075531,2.1282307208442374e-05,0.014660797167771201,982244.4498603529,0.32239426742034394,0.09144113501747189,975486.7622544968,0.00030507147773385646,0.14947876957372355,970378.6810100285
2004,350000.0,5,358709.7409820411,324368.2732442876,0.00061926194264691,0.00536314625697554,-0.004743884314328629,-358709.7409820411,0.0632724572246604,356536.87193357205,0.15505922257516178,0.03263346739104255,357589.0598144606,0.21042004150363938,0.03890995136182925,357373.5161426713,0.28056338349759774,0.06279127117592215,356553.39656874066,-0.011480303457412726,0.08913873676850087,355648.58592912153
2005,490000.0,5,365645.16191962897,333977.2010535186,0.06440702104954309,0.10138739604787232,-0.036980374998329235,-365645.16191962897,0.05449372727218131,363919.45669692504,0.2733895240507337,0.054199667284715994,363928.7689771004,0.41321213094161424,0.09604031855764396,362603.7608699767,0.4378996243932406,0.23639575635863144,358158.9903583493,0.022979528144546145,0.35155295977544615,354512.19654709485
2006,680000.0,2,661589.424060959,521639.1257862864,0.0007330218564169435,0.054234789104090894,-0.05350176724767395,-661589.424060959,7.592378458077158e-05,661578.7985046608,0.0012002853662923879,0.015965456327390864,659355.0536858494,0.0001227891024068515,0.014409280273532277,659572.8409887549,0.09186287790140198,0.011469907138084726,659984.2071358013,-0.08943759303505994,0.0024261419360762067,661249.8847733485
2007,390000.0,2,411694.8547497572,384614.6903938695,0.0030944557699741164,0.00019067429029508037,0.002903781479679036,-411694.8547497572,0.021813585110633017,411104.13927977014,0.10284953592653767,0.025056394199394674,411016.3234766717,0.32377145757900716,0.06456353204691703,409946.4636905301,0.49555233036650037,0.3580837348801762,401997.8883560319,0.03026153437503941,0.438329408104777,399824.82233626087
2008,1350000.0,1,1153923.6301110934,1070466.78426509,0.021095167532955456,0.04287452329168709,-0.021779355758731633,-1153923.6301110934,3.403003749767169e-05,1153920.7900714998,0.0005036024820859555,0.01612191287548425,1152578.1461135014,7.08578947176675e-05,0.013889324852387174,1152764.4708679826,0.45357085918486767,0.3521008235183226,1124538.405960474,0.006755536145851164,0.2846318083282292,1130169.1571605753
2009,400000.0,5,357533.38694593223,304971.9747918271,0.011271332651774494,0.056439534843532174,-0.045168202191757684,-357533.38694593223,0.06488666260194625,354122.85232960695,0.2171860456202954,0.04265433743275361,355291.414735969,0.21471613515374677,0.03968153403252679,355447.66948074143,0.29782642763132583,0.07342998966003775,353673.8029949393,-0.004704623021636576,0.12051329204933187,351199.03813247924
2010,980000.0,4,783643.2852283658,739228.556374632,0.040145730358089236,0.06036119123848785,-0.020215460880398613,-783643.2852283658,0.001984301449783012,783555.1530175096,0.0012141237500539416,0.015938799479132307,782935.3677712461,0.0011379408485284687,0.01372594430139162,783033.651133958,0.5102485301570773,0.4991978746885937,761471.5469797117,0.01580076288080659,0.36257109619355193,767539.7883007282
2011,1200000.0,4,1159255.035972386,951800.1338339276,0.001152883398341366,0.042779981642261294,-0.04162709824391993,-1159255.035972386,2.612378807611307e-05,1159249.616464487,0.00036185058418217576,0.0158782778162547,1155961.0094018874,0.0003064185015890736,0.013671466804145823,1156418.8231644426,0.26103148887124555,0.08241709008335059,1142157.206614608,-0.019396044247458357,0.1532076007864267,1127471.3681443697
2012,215000.0,1,266378.1410776054,235816.5552842251,0.05710575187864416,0.009374342323444015,0.047731409555200145,-266378.1410776054,0.42335813081279844,253439.64524144496,0.6812940655854006,0.2587481670027813,258470.38677287003,0.6756150527764683,0.2572332896924326,258516.68382575669,0.5216747367199625,0.5109852789751853,250761.6206350509,0.04919490368366024,0.6115237141206771,247689.00662381976
2013,750000.0,4,554907.9914284085,455030.63549693977,0.06766380765955186,0.1546789795472697,-0.08701517188771783,-554907.9914284085,0.027057186939287537,552205.591137969,0.00564110190511583,0.016256837639615863,553284.3014691565,0.00974554746376992,0.014302601655203665,553479.4853921457,0.3564812104001234,0.1841962593687726,536510.9560701885,0.004115599636181293,0.27999178922525,526943.1518380694
2014,580000.0,2,538204.4059876575,444251.7202194365,0.0051928409002513715,0.0547788212347864,-0.049585980334535026,-538204.4059876575,0.00125425119181051,538086.5657195589,0.02103309321486898,0.017438437065620514,536566.0179897423,0.02437630108674074,0.016157763764772955,536686.3406859486,0.3680779230060283,0.14104727306134557,524952.6358632605,0.023977088822521996,0.36564678358461566,503850.9086273714
2015,1500000.0,4,2058866.6214799609,1512205.1767596195,0.1388141780464115,6.620726210380264e-05,0.1387479707843077,-2058866.6214799609,8.145777363308485e-10,2058866.6210346627,0.0002714078181270298,0.015871868575276876,2050190.0828741887,0.0001262203395675503,0.01365968919389619,2051399.3960507947,0.02717081546706294,0.009300048956722115,2053782.6432813092,-0.11717512081623513,0.007452176456456155,2054792.8039319636
2016,300000.0,5,302556.23521931533,250443.28251904456,7.260376107186797e-05,0.027287424972080386,-0.027214821211008516,-302556.23521931533,0.19622333612532694,292330.4577851268,0.4905912975729226,0.13161793772784902,295697.2358559967,0.4142512698922671,0.0964703799921608,297528.8788698067,0.2513602464588152,0.04800866202920727,300054.36208578397,-0.006053733261475729,0.11358813251191223,296636.82224241
2017,420000.0,1,372916.32312696,348163.79907206,0.012567305146739455,0.02925419367210528,-0.016686888525365824,-372916.32312696,0.18140186592902274,368426.16907694814,0.2352376135016434,0.04493137518028214,371804.1581819903,0.4671454132287342,0.11419420936360157,370089.7282127572,0.5164385196225023,0.49842073690110733,360579.15184735437,0.028946947008705814,0.4495598775794688,361788.5814430563
2018,560000.0,3,548700.6353317637,488125.337223422,0.00040712896015876243,0.016473109532037008,-0.016065980571878247,-548700.6353317637,0.025951788932041694,547128.5979807605,0.004686424158876217,0.01676020987314642,547685.3806223394,0.03484403594965376,0.01699533053991909,547671.1381178582,0.4306488711015175,0.23599733685829283,534405.0262987978,0.01405105456710739,0.32853170302394724,528799.7294830469
2019,489000.0,1,525229.9080688264,461936.9893180333,0.005489297212188031,0.0030629118612428233,0.0024263853509452074,-525229.9080688264,0.038440844833467366,522796.8748000699,0.004350438498007867,0.016398378419016674,524192.0068359068,0.01519797309767478,0.014906463099030303,524286.4345110378,0.3306448215747444,0.14309103941086368,516173.2585374281,0.0005307926016875214,0.24539510526379932,509698.13560952246
2020,1300000.0,4,1346125.5182859031,1164252.5015403186,0.0012589132764160864,0.010903777123113138,-0.009644863846697051,-1346125.5182859031,3.0270537735418077e-06,1346124.9677465016,0.0002608822409334179,0.015871122843946626,1343238.9892951348,0.0003254165007058595,0.01367270908182556,1343638.8214381067,0.3179592903644419,0.13468133679557848,1321630.6172635632,-0.0008446564479245681,0.2486307853142142,1300906.2873049832
2021,380000.0,4,413984.3315273691,368128.0201509321,0.00799816336123361,0.0009760658278163078,0.007022097533417302,-413984.3315273691,0.12378960031967236,408307.7970699455,0.06503255294330527,0.02117657797161121,413013.2517740155,0.18897622520118612,0.033445725629645255,412450.6339186852,0.34620842523098677,0.16975305003250316,406200.08280797873,-0.004400249070747361,0.22764782561073446,403545.2419519944
2022,690000.0,3,959505.6907685434,860771.3233971315,0.15255895264992594,0.06125361246546456,0.09130534018446138,-959505.6907685434,0.0002148699363123182,959484.4757213144,0.0004533378883796165,0.01645006171580802,957881.5043318124,0.00013173257526953399,0.014449109749389505,958079.0670583573,0.25384723981283397,0.053135303383367166,954259.4102038986,-0.00970480605896559,0.18330009473124553,941407.671876134
2023,700000.0,1,744730.9519521216,744318.596053999,0.004083383801108181,0.004008444808566405,7.493899254177629e-05,-744730.9519521216,0.003376870552741358,744729.559479632,0.004915251837739035,0.016439361169713024,744724.1730845819,0.0016069761922481373,0.013989410293239333,744725.1833362759,0.4822771820881301,0.41720686701162063,744558.9142397721,0.006713669324442693,0.2843556286306976,744613.6962314914
2024,400000.0,4,379324.69463404187,332832.5317101444,0.002671676574847608,0.02819667997792972,-0.02552500340308211,-379324.69463404187,0.17403811290572907,371233.28633386106,0.3567709466894579,0.07514974088567486,375830.8206370964,0.5794058820442425,0.1868500224609225,370637.63294745475,0.6240903713323972,0.7495448337633609,344476.7341039501,0.04624849284920114,0.6050768105001565,351193.3649787964
2025,690000.0,2,766321.3769573652,719618.0100737363,0.012234725017156552,0.0018425257734256367,0.010392199243730915,-766321.3769573652,7.016199055869828e-06,766321.0492772466,0.0013364179585449913,0.015975137342845083,765575.2842570259,0.00022664155769669482,0.014416354517660764,765648.0846632024,0.42270852312939394,0.21712169749445895,756181.0626608852,0.012576860919658386,0.24963129242569632,754662.7551215735
2026,2200000.0,1,1704098.190801805,1191600.5056504717,0.05080962900124858,0.21009701243892243,-0.15928738343767385,-1704098.190801805,7.004063290960324e-08,1704098.1549061427,0.00023045110125816608,0.01610245720040014,1695845.7187613514,3.7821745028526546e-05,0.013887180162251786,1696981.0431153714,0.061120633299337125,0.01240518318005134,1697740.5631381504,-0.1401616301863064,0.003392767746283947,1702359.4051855782
2027,370000.0,5,387868.7082918679,356544.2046056855,0.0023322917167265846,0.0013225597494058118,0.0010097319673207728,-387868.7082918679,0.03349979531268987,386819.3438301092,0.06092600200027154,0.021652010815769066,387190.4697992561,0.11799653476188268,0.025418494291272357,387072.48657374375,0.3261705329903991,0.09453921906533412,384907.31417576707,-0.005198862501861974,0.11793497246611141,384174.4538121234
2028,579000.0,4,509140.0656620561,457304.5768356473,0.014557916321994727,0.0441765059141062,-0.02961858959211147,-509140.0656620561,0.04502333087935,506806.25929733185,0.009749449084372693,0.016557564220497024,508281.79622691195,0.0465267825714437,0.01704754189769413,508256.3979945004,0.43150146087371766,0.3178466204954894,492664.33071685035,0.014679871127643004,0.3541834935880283,490780.7911376754
2029,265000.0,1,248442.7700788176,215351.16422593265,0.0039037645092616334,0.03510155776034617,-0.03119779325108454,-248442.7700788176,0.4731896598633538,232784.1643609588,0.8673613347131804,0.4460922515132623,233680.8611177147,0.7837907225530527,0.36641706381929323,236317.44102513813,0.34602389096620273,0.16216339453291728,243076.5229431684,0.022141732157524005,0.39580289946701896,235345.01653422596
2030,300000.0,2,408795.025203346,330245.0801360623,0.13151508343329654,0.010164054138186994,0.12135102929510955,-408795.025203346,0.023265894073928203,406967.4905018977,0.11812492158282675,0.026801598753211538,406689.76109356584,0.14277325747355327,0.02815938012130574,406583.10744168865,0.2385598153538771,0.04525406244403371,405240.3210842957,-0.03481984121422709,0.03274452767059058,406222.94435356697
2031,470000.0,3,510220.1860169168,433922.7969822658,0.007323057325646861,0.005892098585707611,0.00143095873993925,-510220.1860169168,0.0401666399546809,507155.57626207976,0.006706720141761489,0.016910251473604372,508929.97798156145,0.00841879612133949,0.01502053996181193,509074.1580359399,0.3425546108224714,0.11664670924122768,501320.34666232707,-0.0031959359993813767,0.21744421850042484,493629.75988465425
2032,900000.0,2,563518.9802726245,485327.5497277269,0.1397771316503388,0.2122879518701368,-0.07251082021979799,-563518.9802726245,0.0007057042803218926,563463.8002454045,0.015588033432186439,0.017021229237393822,562188.0660089201,0.08204960417226738,0.02119635486111485,561861.6069636967,0.3703030744310071,0.1436533986669189,552286.5155282216,0.0210217281885191,0.33327147692773496,537460.006731834
2033,814000.0,1,607093.4522205994,524429.3868393824,0.06460998785683793,0.1265494207725614,-0.06193943291572347,-607093.4522205994,0.01567516044440848,605797.6797327617,0.003065208833683084,0.01630549643506374,605745.5735972181,0.0011302164231385946,0.013958271265793009,605939.6047720751,0.3319223084221538,0.1446013053251553,595140.1204629914,-0.0004123872841362494,0.23977925515468715,587272.3241954328
2034,298500.0,5,432284.2430515949,331755.6091386976,0.20087285886594572,0.012411982179864466,0.18846087668608125,-432284.2430515949,0.012389554375148592,431038.73807547166,0.08144461608851224,0.023686352325811386,429903.0864099015,0.09717844785212251,0.023076918000154302,429964.3520101194,0.09741162225399635,0.011153698124466331,431162.97701606544,-0.07731302894494163,0.0037034147016847038,431911.9438308216
2035,700000.0,3,585384.2062483733,509725.7468512388,0.02680975546390906,0.07388630900269158,-0.04707655353878252,-585384.2062483733,0.01702945676913117,584095.7837848507,0.003634486108003638,0.016682604295236395,584122.0261086636,0.006721358599677805,0.014901709654213832,584256.765853552,0.25791635621943126,0.055145237405428815,581212.0025431893,-0.005123814327197478,0.20687483259813344,569732.3751259584
